10 4.79221343994e-05 
1010 0.08669090271 
2010 0.578777074814 
3010 0.822144985199 
4010 1.33400893211 
5010 1.98231887817 
6010 3.21208405495 
7010 3.94352912903 
8010 5.77265691757 
9010 6.41601395607 
10010 8.45124197006 
11010 10.1439750195 
12010 11.4792368412 
13010 13.7890880108 
14010 16.0357050896 
15010 18.2463431358 
16010 21.8186428547 
17010 23.7094888687 
18010 27.8597559929 
